City,1st tree,Number1,2nd tree,Number2,3rd tree,Number3,4th tree,Number4,5th tree,Number5,others,Number_others
Austin,Carya illinoinensis,916,Carya illinoinensis,916,Carya illinoinensis,916,Carya illinoinensis,916,Carya illinoinensis,916,other,2239
